location,interval,priority
83201,360,high
83209,500,low
83219,500,low
83229,500,low
83231,500,low
83239,500,low
83249,360,high
83251,500,low
83261,500,low
83269,500,low
83271,500,low
83279,500,low
83281,500,low
83291,360,high
83299,360,high
83301,360,high
83309,360,high
83311,360,high
83319,360,high
83321,500,low
83329,500,low
83331,500,low
83341,500,low
83351,500,low
83361,500,low
83371,500,low
83381,500,low
83609,360,high
84011,360,high
84019,360,high
84021,360,high
84029,360,high
84031,360,high
84039,360,high
84041,360,high
84049,360,high
84051,360,high
84059,360,high
84061,360,high
84069,360,high
84071,360,high
84079,360,high
84081,360,high
84089,360,high
84101,360,high
84109,360,high
84111,360,high
84119,360,high
84121,360,high
84129,360,high
84131,360,high
84139,360,high
84141,360,high
84149,360,high
84151,360,high
84159,360,high
84161,500,low
84169,500,low
84191,360,high
84199,360,high
83601,360,high
83609,360,high
84211,360,high
84219,360,high
84221,360,high
84229,360,high
84231,360,high
84239,360,high
84241,360,high
84249,360,high
84251,360,high
84259,500,low
84261,360,high
84269,500,low
84271,360,high
84279,500,low
84281,360,high
84289,360,high
84299,500,low
84301,360,high
84309,360,high
84311,360,high
84319,500,low
84321,360,high
84329,500,low
84331,500,low
84339,360,high
84341,360,high
84349,500,low
84351,360,high
84359,360,high
84361,360,high
84369,360,high
84371,500,low
84379,360,high
84381,500,low
84391,500,low
84401,500,low
84409,360,high
84411,500,low
84419,360,high
84421,500,low
84429,500,low
84431,500,low
84439,500,low
84449,500,low
84451,360,high
84459,360,high
84461,360,high
84469,360,high
84471,360,high
84479,360,high
84481,360,high
84489,360,high
84491,360,high
84499,360,high
85001,360,high
84511,360,high
84521,360,high
84529,360,high
84539,360,high
84541,500,low
84549,500,low
84551,500,low
84559,360,high
84561,500,low
84569,360,high
84571,500,low
84579,360,high
84581,500,low
84589,360,high
84591,360,high
84599,500,low
84601,360,high
84609,360,high
84611,360,high
84619,360,high
84621,360,high
84629,360,high
84631,360,high
84639,360,high
84641,360,high
84649,500,low
84651,360,high
84659,360,high
84661,360,high
84669,360,high
84671,360,high
84679,360,high
84681,500,low
84691,500,low
84701,360,high
84709,360,high
85019,360,high
85021,360,high
85029,360,high
85031,360,high
85039,360,high
85041,360,high
85049,360,high
85051,360,high
85059,360,high
85061,360,high
85069,360,high
85071,360,high
85079,360,high
85081,360,high
85089,360,high
85091,360,high
85099,360,high
85101,360,high
85109,360,high
90011,360,high
90019,360,high
90021,360,high
90029,360,high
90031,360,high
90039,360,high
90041,360,high
90049,360,high
90051,500,low
90059,500,low
90061,500,low
90069,500,low
90079,360,high
91041,360,high
91049,360,high
91051,360,high
91059,360,high
91061,360,high
91069,360,high
91071,360,high
91079,360,high
91081,360,high
91089,360,high
91091,360,high
91099,360,high
91101,500,low
91111,500,low
92041,360,high
92049,360,high
92051,360,high
92059,360,high
92061,360,high
92069,360,high
92071,360,high
92079,360,high
92081,360,high
92089,360,high
92091,360,high
92099,360,high
92101,360,high
92109,360,high
92111,360,high
92119,360,high
92121,360,high
92129,360,high
92131,360,high
92139,360,high
92141,360,high
92149,360,high
92151,360,high
92159,360,high
92161,360,high
92169,360,high
92171,500,low
92179,500,low
92181,500,low
92189,500,low
92191,500,low
92199,500,low
92201,360,high
92209,360,high
92211,360,high
92219,500,low
92221,360,high
92229,500,low
92231,360,high
92239,360,high
92241,360,high
92249,360,high
92251,500,low
92261,500,low
92271,360,high
92279,360,high
92289,500,low
92301,360,high
92309,360,high
93011,360,high
93019,360,high
93021,360,high
93029,360,high
93031,360,high
93039,360,high
93041,360,high
93049,360,high
93051,360,high
93059,360,high
93061,360,high
93069,360,high
93071,360,high
93079,360,high
93081,360,high
93089,360,high
93091,360,high
93099,360,high
93101,500,low
93109,500,low
93111,500,low
93119,500,low
93121,360,high
93129,360,high
93131,360,high
93139,360,high
93149,500,low
93151,500,low
93159,500,low
93161,500,low
93169,500,low
93171,500,low
93179,500,low
93181,500,low
93189,500,low
93199,360,high
93201,360,high
93609,360,high
94011,360,high
94019,360,high
94021,360,high
94029,360,high
94031,360,high
94039,360,high
94041,360,high
94049,360,high
94051,360,high
94059,360,high
94061,500,low
94069,360,high
94071,360,high
94079,360,high
94089,360,high
94099,500,low
95011,360,high
95019,360,high
95029,360,high
95039,360,high
95041,360,high
95049,360,high
95051,360,high
95061,360,high
95069,360,high
95071,360,high
95079,360,high
95081,360,high
95089,360,high
95091,360,high
95099,360,high
95109,360,high
95129,360,high
95131,360,high
95139,360,high
95141,360,high
95149,360,high
95151,360,high
95159,360,high
95161,500,low
95169,500,low
95171,500,low
95179,500,low
95181,500,low
95189,500,low
95191,500,low
95209,360,high
95901,360,high
95909,360,high
96011,360,high
96019,360,high
96021,360,high
96029,360,high
96031,360,high
96039,360,high
96041,360,high
96049,360,high
96051,360,high
96059,360,high
96061,360,high
96069,360,high
96071,500,low
96079,500,low
96081,500,low
96089,500,low
96091,500,low
96099,500,low
96101,360,high
96109,360,high
96111,360,high
96119,360,high
96121,360,high
96129,360,high
96131,500,low
96139,360,high
96141,500,low
96149,360,high
96151,500,low
96159,360,high
96161,360,high
96169,360,high
96171,360,high
96179,500,low
96181,360,high
96189,500,low
96191,500,low
96199,360,high
96201,360,high
96209,360,high
96219,500,low
96221,360,high
96229,360,high
96231,500,low
96239,500,low
96241,500,low
96249,500,low
96251,500,low
96259,360,high
96261,500,low
96269,360,high
96271,500,low
96281,360,high
96289,360,high
96291,360,high
96299,500,low
96301,360,high
96309,360,high
96311,500,low
96319,500,low
96321,500,low
96329,500,low
96331,500,low
96341,500,low
96351,500,low
96361,360,high
96371,500,low
96381,360,high
96389,360,high
96391,500,low
96401,500,low
96411,500,low
96419,500,low
96421,500,low
96429,500,low
96431,500,low
96439,500,low
96441,500,low
96449,500,low
96461,500,low
96471,500,low
96479,500,low
97009,500,low
97011,360,high
97019,360,high
97031,500,low
97039,360,high
97041,500,low
97049,360,high
97051,500,low
97059,360,high
97061,500,low
97069,360,high
97071,500,low
97079,360,high
97081,500,low
97089,360,high
97091,500,low
97099,360,high
97101,500,low
97109,500,low
97111,500,low
97119,500,low
97121,500,low
97129,500,low
97141,500,low
97149,500,low
97151,500,low
97159,500,low
97161,500,low
97169,500,low
97171,500,low
97179,500,low
97181,500,low
97189,500,low
97201,500,low
97209,360,high
97301,500,low
97311,500,low
97321,500,low
97331,500,low
98011,360,high
98019,360,high
98021,360,high
98029,360,high
98041,360,high
98049,360,high
98061,360,high
98069,360,high
98071,360,high
98079,360,high
98081,500,low
98089,500,low
98091,360,high
98099,360,high
98101,360,high
98109,360,high
98111,500,low
98119,500,low
98121,360,high
98129,360,high
98131,360,high
98139,360,high
98141,500,low
98149,500,low
98151,500,low
98161,500,low
98171,500,low
98181,500,low
98199,500,low
98209,500,low
98219,500,low
98229,500,low
98281,360,high
98289,360,high
98291,500,low
98299,500,low
98301,500,low
98309,500,low
98311,360,high
98319,360,high
99009,360,high
99011,360,high
99019,360,high
99021,360,high
99029,360,high
99031,360,high
99039,360,high
99041,360,high
99049,360,high
99071,500,low
99079,500,low
99081,500,low
99089,500,low
99091,500,low
99099,500,low
99101,500,low
99109,500,low
99111,500,low
99119,500,low
99129,500,low
99131,360,high
99139,360,high
99161,360,high
99171,360,high
99181,360,high
99189,360,high
