BusStopCode,interval,priority
71129,300,high
71131,300,high
71139,300,high
71141,300,high
71149,300,high
71151,300,high
71159,300,high
71161,300,high
71169,300,high
71171,300,high
71179,300,high
71181,300,high
71189,300,high
71191,300,high
71201,300,high
71209,300,high
71211,300,high
71219,300,high
71221,300,high
71229,300,high
71291,450,low
71299,450,low
71331,450,low
71339,450,low
72011,300,high
72019,300,high
72021,300,high
72029,300,high
72031,300,high
72039,300,high
72041,300,high
72049,300,high
72051,300,high
72059,300,high
72061,300,high
72069,300,high
72071,300,high
72079,300,high
72131,450,low
72139,450,low
72141,450,low
72149,450,low
72151,450,low
72159,450,low
72161,450,low
72169,450,low
72171,300,high
72179,300,high
73019,300,high
73021,450,low
73029,450,low
73031,450,low
73039,450,low
73041,300,high
73049,300,high
74009,300,high
74011,450,low
74019,450,low
74021,450,low
74029,450,low
74031,450,low
74039,450,low
74041,450,low
74051,450,low
74059,450,low
74919,450,low
74929,450,low
74941,300,high
74949,300,high
74959,450,low
74961,450,low
74969,450,low
74979,450,low
75009,300,high
75019,450,low
75021,450,low
75031,300,high
75039,300,high
75041,450,low
75051,300,high
75059,300,high
75061,300,high
75069,300,high
75071,450,low
75079,450,low
75081,300,high
75089,300,high
75099,450,low
75101,450,low
75109,300,high
75111,450,low
75121,300,high
75129,300,high
75131,300,high
75139,300,high
75141,300,high
75149,300,high
75151,300,high
75159,300,high
75161,450,low
75169,450,low
75171,300,high
75179,300,high
75201,450,low
75209,450,low
75219,450,low
75221,300,high
75229,300,high
75231,300,high
75239,300,high
75241,300,high
75249,300,high
75251,300,high
75259,300,high
75261,300,high
75269,300,high
75271,300,high
75279,300,high
75281,300,high
75289,300,high
75291,300,high
75299,300,high
75311,300,high
75319,300,high
75329,450,low
75339,450,low
75341,300,high
75349,300,high
75351,300,high
75359,300,high
75361,300,high
75369,300,high
75371,300,high
75379,300,high
75381,450,low
75391,450,low
75401,450,low
75409,450,low
75411,450,low
75419,300,high
75461,300,high
75469,450,low
75471,300,high
75479,300,high
75481,300,high
75489,300,high
75491,300,high
75499,300,high
75501,300,high
75509,300,high
75511,300,high
75519,300,high
75521,450,low
75529,450,low
75531,450,low
75539,450,low
75541,450,low
75549,450,low
75551,450,low
75559,450,low
75561,300,high
75569,300,high
75571,300,high
75579,300,high
75581,300,high
75589,300,high
75591,300,high
75599,300,high
75601,450,low
75609,450,low
75611,450,low
75619,450,low
76031,300,high
76039,300,high
76041,450,low
76049,450,low
76051,300,high
76059,300,high
76061,300,high
76069,300,high
76071,300,high
76079,300,high
76081,300,high
76089,300,high
76091,300,high
76099,300,high
76101,300,high
76109,300,high
76111,300,high
76119,300,high
76121,300,high
76129,300,high
76131,300,high
76139,300,high
76141,300,high
76149,300,high
76151,300,high
76159,450,low
76161,450,low
76169,450,low
76171,450,low
76179,450,low
76181,450,low
76189,450,low
76191,300,high
76199,300,high
76201,300,high
76209,300,high
76211,300,high
76219,300,high
76221,300,high
76229,300,high
76231,300,high
76239,300,high
76241,300,high
76249,300,high
76251,450,low
76259,450,low
76261,450,low
76269,450,low
76271,450,low
76279,450,low
76281,300,high
76289,300,high
76291,450,low
76301,450,low
76311,300,high
76319,300,high
76321,450,low
76329,450,low
76339,450,low
76341,450,low
76349,300,high
76351,300,high
76359,300,high
76361,300,high
76369,300,high
76371,450,low
76391,300,high
76399,300,high
76401,450,low
76409,450,low
76411,300,high
76419,300,high
76421,450,low
76429,450,low
76431,450,low
76439,450,low
76441,450,low
76449,450,low
76451,450,low
76459,450,low
76461,450,low
76469,450,low
76471,450,low
76481,450,low
76511,300,high
76519,300,high
76521,300,high
76529,300,high
76541,300,high
76549,300,high
76551,300,high
76559,300,high
77009,300,high
77011,300,high
77019,300,high
77021,300,high
77029,300,high
77031,300,high
77039,300,high
77041,300,high
77049,300,high
77051,300,high
77059,300,high
77061,450,low
77069,300,high
77071,300,high
77079,450,low
77081,450,low
77089,450,low
77091,450,low
77099,450,low
77101,450,low
77109,450,low
77111,450,low
77119,450,low
77129,450,low
77131,450,low
77139,450,low
77141,450,low
77161,300,high
77169,300,high
77171,300,high
77179,450,low
77181,300,high
77189,450,low
77191,300,high
77199,300,high
77201,300,high
77209,300,high
77211,300,high
77219,300,high
77221,450,low
77231,300,high
77239,300,high
77241,300,high
77249,300,high
77251,300,high
77259,300,high
77261,300,high
77269,300,high
77271,300,high
77279,300,high
77281,300,high
77289,300,high
77291,450,low
77301,300,high
77309,450,low
77311,300,high
77319,450,low
77321,300,high
77329,300,high
77331,300,high
77339,300,high
77341,450,low
77349,450,low
77351,450,low
77359,450,low
77361,450,low
77369,450,low
77379,300,high
77381,300,high
77389,450,low
77401,450,low
77409,450,low
78031,300,high
78039,300,high
78049,300,high
78061,300,high
78069,300,high
78071,300,high
78079,450,low
78081,300,high
78089,300,high
78091,450,low
78099,450,low
78101,300,high
78109,300,high
78111,300,high
78119,300,high
78121,300,high
78129,300,high
78131,300,high
78139,300,high
78141,300,high
78149,300,high
78151,450,low
78159,450,low
78161,450,low
78169,450,low
78171,450,low
78179,450,low
78181,300,high
78189,300,high
78191,300,high
78199,300,high
78201,450,low
78209,450,low
78211,450,low
78219,450,low
78221,450,low
78229,300,high
78231,450,low
78241,450,low
78251,450,low
78259,450,low
78261,450,low
78269,450,low
78271,450,low
78279,450,low
80009,300,high
80011,300,high
80029,300,high
80031,300,high
80039,300,high
80049,300,high
80051,300,high
80069,300,high
80071,300,high
80089,300,high
80091,300,high
80101,300,high
80109,300,high
80111,300,high
80119,300,high
80141,300,high
80149,300,high
80151,300,high
80159,300,high
80161,300,high
80169,300,high
80171,450,low
80179,450,low
80181,450,low
80189,450,low
80191,450,low
80199,450,low
80211,300,high
80219,300,high
80229,300,high
80231,300,high
80239,300,high
80249,300,high
80251,300,high
80259,300,high
80269,450,low
80271,300,high
80279,300,high
80289,300,high
80291,450,low
80299,450,low
80301,450,low
80309,450,low
80311,450,low
80319,450,low
81011,300,high
81029,300,high
81031,300,high
81049,300,high
81051,300,high
81069,300,high
81081,300,high
81089,300,high
81091,300,high
81099,300,high
81101,300,high
81109,300,high
81111,300,high
81119,300,high
81129,300,high
81131,300,high
81139,300,high
81141,300,high
81149,300,high
81151,300,high
81159,300,high
81161,300,high
81169,300,high
81171,300,high
81179,300,high
81181,300,high
81189,300,high
81191,300,high
81199,300,high
81201,300,high
81209,300,high
81211,300,high
81219,300,high
81221,300,high
81229,300,high
81231,450,low
82009,300,high
82011,300,high
82029,300,high
82032,300,high
82033,300,high
82049,300,high
82051,300,high
82059,300,high
82061,300,high
82069,300,high
82071,300,high
82079,300,high
82081,300,high
82089,300,high
82091,300,high
82099,300,high
82109,300,high
82111,450,low
82119,300,high
82121,300,high
82129,300,high
82131,300,high
82139,300,high
82141,450,low
82149,450,low
82151,450,low
82159,450,low
82171,450,low
82179,450,low
82181,450,low
82221,300,high
82229,450,low
82231,450,low
82241,450,low
82249,450,low
82251,450,low
82259,450,low
83011,300,high
83029,300,high
83031,300,high
83049,300,high
83059,300,high
83062,300,high
83063,450,low
83079,300,high
83081,300,high
83099,300,high
83101,300,high
83109,300,high
83111,300,high
83119,300,high
83121,300,high
83129,300,high
83131,450,low
83139,300,high
83141,450,low
83149,450,low
83151,300,high
83159,300,high
83169,300,high
83171,450,low
83179,450,low
83181,300,high
83189,450,low
83191,300,high
83199,450,low
83201,300,high
83209,450,low
83219,450,low
83229,450,low
83231,450,low
83239,450,low
83249,300,high
83251,450,low
83261,450,low
83269,450,low
83271,450,low
83279,450,low
83281,450,low
83291,300,high
83299,300,high
83301,300,high
83309,300,high
83311,300,high
83319,300,high
83321,450,low
83329,450,low
83331,450,low
83341,450,low
83351,450,low
83361,450,low
83371,450,low
83381,450,low
84009,300,high
84011,300,high
84019,300,high
84021,300,high
84029,300,high
84031,300,high
84039,300,high
84041,300,high
84049,300,high
84051,300,high
84059,300,high
84061,300,high
84069,300,high
84071,300,high
84079,300,high
84081,300,high
84089,300,high
84101,300,high
84109,300,high
84111,300,high
84119,300,high
84121,300,high
84129,300,high
84131,300,high
84139,300,high
84141,300,high
84149,300,high
84151,300,high
84159,300,high
84161,450,low
84169,450,low
84191,300,high
84199,300,high
84201,300,high
84209,300,high
84211,300,high
84219,300,high
84221,300,high
84229,300,high
84231,300,high
84239,300,high
84241,300,high
84249,300,high
84251,300,high
84259,450,low
84261,300,high
84269,450,low
84271,300,high
84279,450,low
84281,300,high
84289,300,high
84299,450,low
84301,300,high
84309,300,high
84311,300,high
84319,450,low
84321,300,high
84329,450,low
84331,450,low
84339,300,high
84341,300,high
84349,450,low
84351,300,high
84359,300,high
84361,300,high
84369,300,high
84371,450,low
84379,300,high
84381,450,low
84391,450,low
84401,450,low
84409,300,high
84411,450,low
84419,300,high
84421,450,low
84429,450,low
84431,450,low
84439,450,low
84449,450,low
84451,300,high
84459,300,high
84461,300,high
84469,300,high
84471,300,high
84479,300,high
84481,300,high
84489,300,high
84491,300,high
84499,300,high
84501,300,high
84511,300,high
84521,300,high
84529,300,high
84539,300,high
84541,450,low
84549,450,low
84551,450,low
84559,300,high
84561,450,low
84569,300,high
84571,450,low
84579,300,high
84581,450,low
84589,300,high
84591,300,high
84599,450,low
84601,300,high
84609,300,high
84611,300,high
84619,300,high
84621,300,high
84629,300,high
84631,300,high
84639,300,high
84641,300,high
84649,450,low
84651,300,high
84659,300,high
84661,300,high
84669,300,high
84671,300,high
84679,300,high
84681,450,low
84691,450,low
84701,300,high
84709,300,high
85019,300,high
85021,300,high
85029,300,high
85031,300,high
85039,300,high
85041,300,high
85049,300,high
85051,300,high
85059,300,high
85061,300,high
85069,300,high
85071,300,high
85079,300,high
85081,300,high
85089,300,high
85091,300,high
85099,300,high
85101,300,high
85109,300,high
90011,300,high
90019,300,high
90021,300,high
90029,300,high
90031,300,high
90039,300,high
90041,300,high
90049,300,high
90051,450,low
90059,450,low
90061,450,low
90069,450,low
90079,300,high
91041,300,high
91049,300,high
91051,300,high
91059,300,high
91061,300,high
91069,300,high
91071,300,high
91079,300,high
91081,300,high
91089,300,high
91091,300,high
91099,300,high
91101,450,low
91111,450,low
92041,300,high
92049,300,high
92051,300,high
92059,300,high
92061,300,high
92069,300,high
92071,300,high
92079,300,high
92081,300,high
92089,300,high
92091,300,high
92099,300,high
92101,300,high
92109,300,high
92111,300,high
92119,300,high
92121,300,high
92129,300,high
92131,300,high
92139,300,high
92141,300,high
92149,300,high
92151,300,high
92159,300,high
92161,300,high
92169,300,high
92171,450,low
92179,450,low
92181,450,low
92189,450,low
92191,450,low
92199,450,low
92201,300,high
92209,300,high
92211,300,high
92219,450,low
92221,300,high
92229,450,low
92231,300,high
92239,300,high
92241,300,high
92249,300,high
92251,450,low
92261,450,low
92271,300,high
92279,300,high
92289,450,low
92301,300,high
92309,300,high
93011,300,high
93019,300,high
93021,300,high
93029,300,high
93031,300,high
93039,300,high
93041,300,high
93049,300,high
93051,300,high
93059,300,high
93061,300,high
93069,300,high
93071,300,high
93079,300,high
93081,300,high
93089,300,high
93091,300,high
93099,300,high
93101,450,low
93109,450,low
93111,450,low
93119,450,low
93121,300,high
93129,300,high
93131,300,high
93139,300,high
93149,450,low
93151,450,low
93159,450,low
93161,450,low
93169,450,low
93171,450,low
93179,450,low
93181,450,low
93189,450,low
93199,300,high
93201,300,high
94009,300,high
94011,300,high
94019,300,high
94021,300,high
94029,300,high
94031,300,high
94039,300,high
94041,300,high
94049,300,high
94051,300,high
94059,300,high
94061,450,low
94069,300,high
94071,300,high
94079,300,high
94089,300,high
94099,450,low
95011,300,high
95019,300,high
95029,300,high
95039,300,high
95041,300,high
95049,300,high
95051,300,high
95061,300,high
95069,300,high
95071,300,high
95079,300,high
95081,300,high
95089,300,high
95091,300,high
95099,300,high
95109,300,high
95129,300,high
95131,300,high
95139,300,high
95141,300,high
95149,300,high
95151,300,high
95159,300,high
95161,450,low
95169,450,low
95171,450,low
95179,450,low
95181,450,low
95189,450,low
95191,450,low
95209,300,high
95901,300,high
95909,300,high
96011,300,high
96019,300,high
96021,300,high
96029,300,high
96031,300,high
96039,300,high
96041,300,high
96049,300,high
96051,300,high
96059,300,high
96061,300,high
96069,300,high
96071,450,low
96079,450,low
96081,450,low
96089,450,low
96091,450,low
96099,450,low
96101,300,high
96109,300,high
96111,300,high
96119,300,high
96121,300,high
96129,300,high
96131,450,low
96139,300,high
96141,450,low
96149,300,high
96151,450,low
96159,300,high
96161,300,high
96169,300,high
96171,300,high
96179,450,low
96181,300,high
96189,450,low
96191,450,low
96199,300,high
96201,300,high
96209,300,high
96219,450,low
96221,300,high
96229,300,high
96231,450,low
96239,450,low
96241,450,low
96249,450,low
96251,450,low
96259,300,high
96261,450,low
96269,300,high
96271,450,low
96281,300,high
96289,300,high
96291,300,high
96299,450,low
96301,300,high
96309,300,high
96311,450,low
96319,450,low
96321,450,low
96329,450,low
96331,450,low
96341,450,low
96351,450,low
96361,300,high
96371,450,low
96381,300,high
96389,300,high
96391,450,low
96401,450,low
96411,450,low
96419,450,low
96421,450,low
96429,450,low
96431,450,low
96439,450,low
96441,450,low
96449,450,low
96461,450,low
96471,450,low
96479,450,low
97009,450,low
97011,300,high
97019,300,high
97031,450,low
97039,300,high
97041,450,low
97049,300,high
97051,450,low
97059,300,high
97061,450,low
97069,300,high
97071,450,low
97079,300,high
97081,450,low
97089,300,high
97091,450,low
97099,300,high
97101,450,low
97109,450,low
97111,450,low
97119,450,low
97121,450,low
97129,450,low
97141,450,low
97149,450,low
97151,450,low
97159,450,low
97161,450,low
97169,450,low
97171,450,low
97179,450,low
97181,450,low
97189,450,low
97201,450,low
97209,300,high
97301,450,low
97311,450,low
97321,450,low
97331,450,low
98011,300,high
98019,300,high
98021,300,high
98029,300,high
98041,300,high
98049,300,high
98061,300,high
98069,300,high
98071,300,high
98079,300,high
98081,450,low
98089,450,low
98091,300,high
98099,300,high
98101,300,high
98109,300,high
98111,450,low
98119,450,low
98121,300,high
98129,300,high
98131,300,high
98139,300,high
98141,450,low
98149,450,low
98151,450,low
98161,450,low
98171,450,low
98181,450,low
98199,450,low
98209,450,low
98219,450,low
98229,450,low
98281,300,high
98289,300,high
98291,450,low
98299,450,low
98301,450,low
98309,450,low
98311,300,high
98319,300,high
99009,300,high
99011,300,high
99019,300,high
99021,300,high
99029,300,high
99031,300,high
99039,300,high
99041,300,high
99049,300,high
99071,450,low
99079,450,low
99081,450,low
99089,450,low
99091,450,low
99099,450,low
99101,450,low
99109,450,low
99111,450,low
99119,450,low
99129,450,low
99131,300,high
99139,300,high
99161,300,high
99171,300,high
99181,300,high
99189,300,high
